maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
maint00000536,trk00093,2022-07-20,transmission,594899,1.0,104.89,720.77,825.66,columbus,12.0,emergency transmission
maint00000537,trk00053,2022-07-21,inspection,142256,1.4,163.77,14.82,178.59,minneapolis,15.5,scheduled inspection
maint00000538,trk00063,2022-07-21,tire,227966,4.1,483.96,2160.97,2644.93,atlanta,41.9,routine tire
maint00000539,trk00078,2022-07-21,inspection,273473,6.5,711.28,24.7,735.98,omaha,3.2,emergency inspection
maint00000540,trk00118,2022-07-22,transmission,287740,4.3,505.6,1002.34,1507.94,minneapolis,27.9,routine transmission
maint00000541,trk00093,2022-07-22,preventive,559401,7.7,749.39,1541.41,2290.8,los angeles,13.7,scheduled preventive
maint00000542,trk00115,2022-07-22,transmission,103846,4.1,404.93,1803.67,2208.6,charlotte,39.7,emergency transmission
maint00000543,trk00042,2022-07-23,tire,381124,3.1,380.61,3401.1,3781.71,portland,3.4,scheduled tire
maint00000544,trk00078,2022-07-23,engine,292485,5.0,452.94,2631.44,3084.38,miami,37.5,scheduled engine
maint00000545,trk00021,2022-07-23,inspection,115201,0.7,73.17,140.66,213.83,new york,6.0,scheduled inspection
maint00000546,trk00094,2022-07-24,preventive,645820,2.8,334.83,238.3,573.13,las vegas,32.1,emergency preventive
maint00000547,trk00005,2022-07-24,repair,463545,5.8,720.68,323.78,1044.46,seattle,13.4,routine repair
maint00000548,trk00072,2022-07-24,inspection,210555,4.8,545.41,11.43,556.84,salt lake city,21.7,scheduled inspection
maint00000549,trk00008,2022-07-24,inspection,375106,5.8,574.29,143.42,717.71,salt lake city,10.4,scheduled inspection
maint00000550,trk00002,2022-07-24,brake,464378,1.2,127.68,1873.19,2000.87,houston,13.7,routine brake
maint00000551,trk00031,2022-07-25,brake,466976,6.1,528.84,1634.86,2163.7,nashville,21.8,emergency brake
maint00000552,trk00105,2022-07-25,inspection,576550,0.5,45.09,53.34,98.43,new york,7.4,routine inspection
maint00000553,trk00031,2022-07-25,engine,500573,6.0,562.13,1982.04,2544.17,charlotte,24.3,emergency engine
maint00000554,trk00063,2022-07-26,tire,199075,6.3,658.6,1262.62,1921.22,las vegas,40.9,routine tire
maint00000555,trk00024,2022-07-27,inspection,172144,5.5,480.69,86.79,567.48,chicago,26.4,emergency inspection
maint00000556,trk00018,2022-07-27,brake,609434,1.4,131.41,1046.08,1177.49,atlanta,4.4,routine brake
maint00000557,trk00062,2022-07-27,transmission,523329,1.1,131.1,1870.18,2001.28,nashville,39.5,scheduled transmission
maint00000558,trk00013,2022-07-27,brake,589017,0.8,94.79,1536.79,1631.58,oklahoma city,4.5,scheduled brake
maint00000559,trk00099,2022-07-27,preventive,267709,5.0,608.43,1902.7,2511.13,denver,33.4,scheduled preventive
maint00000560,trk00073,2022-07-27,repair,85454,3.0,283.79,908.56,1192.35,minneapolis,15.8,emergency repair
maint00000561,trk00003,2022-07-28,brake,117032,4.6,512.71,2046.76,2559.47,portland,17.2,routine brake
maint00000562,trk00094,2022-07-29,brake,244297,6.4,605.44,716.35,1321.79,los angeles,32.1,emergency brake
maint00000563,trk00050,2022-07-29,repair,211215,4.8,433.91,3164.57,3598.48,indianapolis,25.9,emergency repair
maint00000564,trk00062,2022-07-29,transmission,154980,2.8,340.44,157.42,497.86,phoenix,5.2,routine transmission
maint00000565,trk00103,2022-07-29,tire,265616,5.3,456.7,2711.41,3168.11,oklahoma city,32.4,routine tire
maint00000566,trk00046,2022-07-29,brake,339445,8.0,871.04,520.12,1391.16,phoenix,46.8,routine brake
maint00000567,trk00088,2022-07-30,inspection,526085,7.2,648.95,90.46,739.41,nashville,40.5,emergency inspection
maint00000568,trk00050,2022-07-30,engine,615360,3.1,270.32,1397.16,1667.48,dallas,13.1,emergency engine
maint00000569,trk00087,2022-07-30,tire,239265,4.1,352.26,1339.86,1692.12,oklahoma city,8.3,scheduled tire
maint00000570,trk00098,2022-07-30,tire,259751,6.4,598.17,1920.66,2518.83,phoenix,7.2,routine tire
maint00000571,trk00060,2022-07-30,inspection,344913,5.5,591.18,128.78,719.96,portland,21.8,routine inspection
maint00000572,trk00073,2022-07-30,preventive,630086,4.5,532.16,1244.85,1777.01,indianapolis,36.3,emergency preventive
maint00000573,trk00022,2022-07-30,inspection,464085,7.0,625.09,52.54,677.63,detroit,12.5,scheduled inspection
maint00000574,trk00020,2022-07-31,preventive,622741,7.7,778.34,3085.62,3863.96,memphis,45.1,scheduled preventive
maint00000575,trk00012,2022-07-31,preventive,468536,1.6,179.81,1077.55,1257.36,dallas,2.3,routine preventive
maint00000576,trk00102,2022-07-31,engine,133838,7.2,890.66,119.05,1009.71,portland,31.4,emergency engine
maint00000577,trk00013,2022-07-31,tire,110657,4.0,357.36,665.56,1022.92,omaha,47.4,scheduled tire
maint00000578,trk00025,2022-08-01,transmission,109627,6.9,686.3,1759.78,2446.08,phoenix,40.3,scheduled transmission
maint00000579,trk00072,2022-08-01,transmission,273021,2.1,208.86,2079.99,2288.85,atlanta,14.4,scheduled transmission
maint00000580,trk00041,2022-08-02,brake,74346,1.8,173.43,2670.27,2843.7,miami,12.6,scheduled brake
maint00000581,trk00081,2022-08-02,preventive,84896,6.6,797.63,2489.24,3286.87,philadelphia,17.0,emergency preventive
maint00000582,trk00042,2022-08-02,tire,397596,0.8,92.68,2852.08,2944.76,phoenix,32.2,scheduled tire
maint00000583,trk00032,2022-08-03,brake,426458,6.0,569.0,3078.92,3647.92,memphis,24.1,scheduled brake
maint00000584,trk00011,2022-08-03,repair,409306,4.6,411.93,2506.74,2918.67,los angeles,41.5,emergency repair
maint00000585,trk00071,2022-08-04,repair,716295,4.1,372.9,271.51,644.41,los angeles,32.5,scheduled repair
maint00000586,trk00033,2022-08-05,inspection,474010,6.8,634.05,31.95,666.0,philadelphia,34.5,emergency inspection
maint00000587,trk00080,2022-08-06,transmission,364939,1.2,137.03,1903.19,2040.22,charlotte,36.8,emergency transmission
maint00000588,trk00010,2022-08-06,inspection,66787,2.3,283.38,125.26,408.64,milwaukee,23.1,routine inspection
maint00000589,trk00036,2022-08-06,brake,485477,7.5,777.06,3376.55,4153.61,atlanta,6.5,routine brake
maint00000590,trk00102,2022-08-07,transmission,80085,5.5,605.1,930.51,1535.61,miami,20.2,routine transmission
maint00000591,trk00082,2022-08-07,tire,199545,7.7,718.34,803.6,1521.94,indianapolis,35.0,emergency tire
maint00000592,trk00106,2022-08-08,inspection,96009,6.5,731.92,121.94,853.86,indianapolis,35.6,emergency inspection
maint00000593,trk00030,2022-08-08,tire,183667,5.1,442.57,390.58,833.15,dallas,6.1,routine tire
maint00000594,trk00063,2022-08-08,engine,523587,5.5,518.91,1264.19,1783.1,minneapolis,18.6,emergency engine
maint00000595,trk00118,2022-08-09,transmission,619166,2.8,276.3,270.97,547.27,new york,42.4,routine transmission
maint00000596,trk00036,2022-08-09,repair,239011,4.7,576.34,2154.17,2730.51,philadelphia,11.9,emergency repair
maint00000597,trk00118,2022-08-11,brake,324641,7.4,768.18,1710.08,2478.26,las vegas,29.8,scheduled brake
maint00000598,trk00050,2022-08-11,preventive,448868,4.8,466.66,3360.79,3827.45,los angeles,16.6,scheduled preventive
maint00000599,trk00061,2022-08-11,engine,360929,5.6,652.33,204.0,856.33,denver,29.7,routine engine
maint00000600,trk00052,2022-08-11,tire,537323,1.4,121.35,1305.47,1426.82,seattle,35.1,emergency tire
maint00000601,trk00014,2022-08-11,inspection,175800,7.1,729.0,90.78,819.78,milwaukee,24.8,emergency inspection
maint00000602,trk00103,2022-08-11,transmission,388662,7.3,757.83,2721.24,3479.07,dallas,8.0,routine transmission
maint00000603,trk00060,2022-08-12,transmission,606081,4.8,575.16,2220.94,2796.1,houston,38.9,emergency transmission
maint00000604,trk00058,2022-08-12,engine,739729,5.2,488.08,2605.56,3093.64,portland,2.7,routine engine
maint00000605,trk00111,2022-08-12,inspection,311378,2.2,250.07,108.83,358.9,portland,29.3,scheduled inspection
maint00000606,trk00051,2022-08-13,transmission,700491,5.3,600.15,812.94,1413.09,oklahoma city,9.6,emergency transmission
maint00000607,trk00117,2022-08-13,inspection,298544,1.7,148.83,139.14,287.97,miami,25.5,scheduled inspection
maint00000608,trk00001,2022-08-13,inspection,438267,2.9,359.5,23.07,382.57,seattle,20.4,emergency inspection
maint00000609,trk00003,2022-08-14,engine,323903,5.7,630.28,158.59,788.87,oklahoma city,46.1,scheduled engine
maint00000610,trk00085,2022-08-14,inspection,155557,2.3,264.63,129.07,393.7,denver,18.1,emergency inspection
maint00000611,trk00057,2022-08-15,tire,173156,7.2,679.77,3203.99,3883.76,memphis,20.2,scheduled tire
maint00000612,trk00052,2022-08-15,transmission,149690,1.7,184.26,550.98,735.24,miami,25.6,scheduled transmission
maint00000613,trk00069,2022-08-15,inspection,484756,0.6,51.83,116.65,168.48,oklahoma city,20.3,routine inspection
maint00000614,trk00025,2022-08-15,transmission,439346,1.9,217.2,235.65,452.85,phoenix,23.6,emergency transmission
maint00000615,trk00037,2022-08-15,engine,205174,5.5,479.39,1400.57,1879.96,new york,7.2,emergency engine
maint00000616,trk00107,2022-08-16,tire,497062,7.1,704.6,251.2,955.8,miami,40.1,scheduled tire
maint00000617,trk00100,2022-08-16,transmission,292230,3.4,299.3,2915.3,3214.6,seattle,21.4,scheduled transmission
maint00000618,trk00044,2022-08-16,repair,328516,4.2,459.43,1218.2,1677.63,los angeles,13.9,scheduled repair
maint00000619,trk00051,2022-08-17,brake,270651,6.6,642.35,2353.21,2995.56,detroit,20.4,emergency brake
maint00000620,trk00014,2022-08-17,tire,607310,3.9,339.35,2046.59,2385.94,denver,24.8,scheduled tire
maint00000621,trk00088,2022-08-17,repair,281595,3.6,319.63,1678.94,1998.57,minneapolis,4.9,routine repair
maint00000622,trk00011,2022-08-18,repair,165421,5.3,526.79,2666.26,3193.05,las vegas,45.1,routine repair
maint00000623,trk00028,2022-08-18,repair,409871,2.3,275.68,3197.36,3473.04,portland,18.0,scheduled repair
maint00000624,trk00034,2022-08-18,transmission,403169,5.4,466.58,443.59,910.17,milwaukee,32.1,scheduled transmission
maint00000625,trk00046,2022-08-18,engine,60290,3.8,348.04,3041.1,3389.14,atlanta,22.2,scheduled engine
maint00000626,trk00054,2022-08-19,preventive,368146,5.8,594.23,2018.86,2613.09,chicago,13.3,emergency preventive
maint00000627,trk00042,2022-08-19,transmission,125272,7.2,690.5,1528.35,2218.85,seattle,34.4,emergency transmission
maint00000628,trk00110,2022-08-20,preventive,270295,7.7,855.86,1825.09,2680.95,seattle,18.1,emergency preventive
maint00000629,trk00026,2022-08-20,transmission,591164,2.8,263.91,1106.91,1370.82,oklahoma city,18.4,routine transmission
maint00000630,trk00081,2022-08-21,repair,483023,0.6,51.82,2983.67,3035.49,philadelphia,8.7,emergency repair
maint00000631,trk00022,2022-08-22,inspection,473551,5.9,716.32,43.94,760.26,charlotte,9.8,emergency inspection
maint00000632,trk00098,2022-08-22,tire,231293,2.3,216.13,1565.74,1781.87,miami,41.1,routine tire
maint00000633,trk00004,2022-08-22,transmission,80132,1.0,87.94,2336.14,2424.08,los angeles,14.9,routine transmission
maint00000634,trk00084,2022-08-23,repair,587747,7.2,763.22,894.95,1658.17,charlotte,17.8,scheduled repair
maint00000635,trk00034,2022-08-23,preventive,584160,4.0,390.46,229.31,619.77,charlotte,6.1,scheduled preventive
maint00000636,trk00115,2022-08-24,tire,574475,2.5,299.06,1799.51,2098.57,columbus,12.1,emergency tire
maint00000637,trk00079,2022-08-24,inspection,153709,6.9,733.25,128.33,861.58,los angeles,10.5,emergency inspection
maint00000638,trk00104,2022-08-25,repair,585352,1.0,95.32,3419.52,3514.84,phoenix,15.9,scheduled repair
maint00000639,trk00116,2022-08-25,repair,412611,7.2,857.28,3174.73,4032.01,los angeles,13.4,routine repair
maint00000640,trk00068,2022-08-25,transmission,566000,2.8,257.29,2328.63,2585.92,seattle,40.5,routine transmission
maint00000641,trk00013,2022-08-26,repair,562576,5.6,687.27,2779.96,3467.23,oklahoma city,19.0,emergency repair
maint00000642,trk00082,2022-08-26,repair,107797,0.8,74.59,1465.54,1540.13,philadelphia,8.8,emergency repair
maint00000643,trk00015,2022-08-26,engine,694350,5.3,480.69,1579.15,2059.84,atlanta,43.3,scheduled engine
maint00000644,trk00103,2022-08-26,engine,692260,1.0,115.24,758.58,873.82,houston,25.7,scheduled engine
maint00000645,trk00044,2022-08-26,transmission,57340,4.0,398.22,1003.71,1401.93,houston,2.1,routine transmission
maint00000646,trk00003,2022-08-27,preventive,633918,5.3,590.62,2789.58,3380.2,denver,9.8,emergency preventive
maint00000647,trk00052,2022-08-27,tire,730785,5.9,663.3,3385.45,4048.75,charlotte,35.3,emergency tire
maint00000648,trk00004,2022-08-27,preventive,495769,6.5,727.79,3383.78,4111.57,indianapolis,10.6,routine preventive
maint00000649,trk00051,2022-08-28,repair,323104,1.4,174.5,1651.75,1826.25,houston,5.7,emergency repair
maint00000650,trk00045,2022-08-28,repair,622761,1.1,114.43,2635.78,2750.21,portland,4.3,scheduled repair
maint00000651,trk00036,2022-08-28,inspection,702293,3.7,347.51,44.69,392.2,charlotte,4.0,emergency inspection
maint00000652,trk00103,2022-08-28,tire,94574,4.5,423.0,3404.49,3827.49,salt lake city,33.4,emergency tire
maint00000653,trk00044,2022-08-28,tire,721509,1.4,150.89,1872.65,2023.54,salt lake city,30.4,emergency tire
maint00000654,trk00062,2022-08-29,repair,541314,3.9,426.02,2980.07,3406.09,dallas,25.9,emergency repair
maint00000655,trk00111,2022-08-29,preventive,58560,7.4,749.27,1206.71,1955.98,kansas city,24.7,scheduled preventive
maint00000656,trk00037,2022-08-30,inspection,666008,3.6,440.21,37.61,477.82,seattle,44.4,emergency inspection
maint00000657,trk00068,2022-08-31,preventive,445348,7.9,920.07,2284.47,3204.54,las vegas,34.6,scheduled preventive
maint00000658,trk00055,2022-09-01,preventive,322101,1.3,133.77,746.05,879.82,las vegas,21.1,routine preventive
maint00000659,trk00037,2022-09-01,brake,385548,3.3,353.08,3386.7,3739.78,seattle,46.9,emergency brake
maint00000660,trk00118,2022-09-01,tire,185552,6.9,662.67,2739.63,3402.3,columbus,34.5,scheduled tire
maint00000661,trk00067,2022-09-02,inspection,215232,5.5,600.28,106.65,706.93,miami,27.7,emergency inspection
maint00000662,trk00065,2022-09-02,tire,684936,5.2,491.92,1735.93,2227.85,los angeles,6.0,routine tire
maint00000663,trk00046,2022-09-02,transmission,708157,5.3,459.57,1813.21,2272.78,dallas,37.2,scheduled transmission
maint00000664,trk00020,2022-09-03,engine,635993,4.0,373.41,1404.59,1778.0,atlanta,18.1,routine engine
maint00000665,trk00061,2022-09-03,transmission,744796,3.2,350.5,71.86,422.36,nashville,15.8,emergency transmission
maint00000666,trk00020,2022-09-03,transmission,108086,1.2,133.43,2626.38,2759.81,philadelphia,24.2,routine transmission
maint00000667,trk00111,2022-09-03,repair,432560,6.5,807.61,307.23,1114.84,las vegas,26.5,routine repair
maint00000668,trk00064,2022-09-04,preventive,610764,4.2,385.46,1195.1,1580.56,phoenix,29.9,scheduled preventive
maint00000669,trk00115,2022-09-05,tire,169051,4.2,380.2,322.14,702.34,minneapolis,36.9,scheduled tire
maint00000670,trk00009,2022-09-06,brake,372373,0.5,53.12,729.43,782.55,portland,44.7,emergency brake
maint00000671,trk00004,2022-09-06,tire,615304,0.8,69.55,2410.96,2480.51,memphis,27.5,emergency tire
maint00000672,trk00092,2022-09-06,inspection,392598,7.7,831.51,133.4,964.91,denver,17.7,scheduled inspection
maint00000673,trk00019,2022-09-07,inspection,297463,6.9,831.81,12.0,843.81,dallas,46.1,scheduled inspection
maint00000674,trk00105,2022-09-07,repair,280375,0.8,72.86,1985.19,2058.05,detroit,43.2,scheduled repair
maint00000675,trk00072,2022-09-07,inspection,693882,1.8,180.97,76.45,257.42,atlanta,42.2,scheduled inspection
maint00000676,trk00015,2022-09-07,transmission,280401,6.5,694.17,2821.04,3515.21,dallas,33.5,scheduled transmission
maint00000677,trk00042,2022-09-07,engine,658735,4.6,456.23,1490.07,1946.3,salt lake city,17.3,scheduled engine
maint00000678,trk00051,2022-09-08,preventive,623687,1.3,127.06,1984.96,2112.02,charlotte,38.9,routine preventive
maint00000679,trk00097,2022-09-08,engine,291239,5.4,673.39,3087.15,3760.54,columbus,18.3,routine engine
maint00000680,trk00082,2022-09-08,preventive,582134,2.3,202.14,466.25,668.39,memphis,28.4,emergency preventive
maint00000681,trk00113,2022-09-08,transmission,344216,4.4,393.83,652.91,1046.74,los angeles,32.1,emergency transmission
maint00000682,trk00088,2022-09-08,transmission,652481,0.6,59.58,3104.93,3164.51,salt lake city,46.6,routine transmission
maint00000683,trk00070,2022-09-09,preventive,179840,3.9,347.98,1190.45,1538.43,denver,5.1,routine preventive
maint00000684,trk00006,2022-09-09,tire,94280,2.6,287.89,1469.47,1757.36,las vegas,15.4,routine tire
maint00000685,trk00022,2022-09-09,repair,276670,7.9,973.35,2118.06,3091.41,kansas city,10.3,routine repair
maint00000686,trk00050,2022-09-10,transmission,512620,0.9,88.81,3174.82,3263.63,houston,11.3,scheduled transmission
maint00000687,trk00106,2022-09-10,brake,51212,4.4,441.63,612.17,1053.8,columbus,32.0,scheduled brake
maint00000688,trk00038,2022-09-10,repair,598416,6.9,717.84,1653.26,2371.1,columbus,43.1,emergency repair
maint00000689,trk00120,2022-09-10,transmission,465841,2.6,243.71,312.09,555.8,new york,33.7,scheduled transmission
maint00000690,trk00080,2022-09-11,tire,53680,5.2,568.96,2940.78,3509.74,columbus,39.6,routine tire
maint00000691,trk00074,2022-09-11,transmission,372102,1.0,100.15,727.59,827.74,houston,38.5,emergency transmission
maint00000692,trk00075,2022-09-12,tire,229431,7.8,803.01,2546.82,3349.83,oklahoma city,36.3,scheduled tire
maint00000693,trk00073,2022-09-12,transmission,190122,2.3,228.13,1335.07,1563.2,chicago,22.5,routine transmission
maint00000694,trk00101,2022-09-12,tire,286471,1.4,135.28,3053.55,3188.83,phoenix,35.1,emergency tire
maint00000695,trk00092,2022-09-12,brake,322407,5.8,601.41,972.12,1573.53,kansas city,4.5,routine brake
maint00000696,trk00049,2022-09-13,tire,253824,5.4,633.45,1733.25,2366.7,las vegas,26.6,emergency tire
maint00000697,trk00066,2022-09-13,brake,484474,6.5,771.98,477.08,1249.06,seattle,48.0,emergency brake
maint00000698,trk00024,2022-09-13,tire,71704,4.2,402.08,599.39,1001.47,memphis,34.4,emergency tire
maint00000699,trk00050,2022-09-13,engine,419521,5.1,565.68,263.77,829.45,seattle,38.7,emergency engine
maint00000700,trk00020,2022-09-13,engine,644511,6.0,679.71,2882.62,3562.33,charlotte,3.6,routine engine
maint00000701,trk00063,2022-09-13,transmission,384700,2.6,307.85,1323.96,1631.81,columbus,3.3,emergency transmission
maint00000702,trk00001,2022-09-13,brake,411531,6.3,651.23,2721.18,3372.41,seattle,46.5,emergency brake
maint00000703,trk00099,2022-09-14,brake,514690,2.9,247.45,3362.34,3609.79,las vegas,3.9,scheduled brake
maint00000704,trk00041,2022-09-14,transmission,331992,4.0,463.4,2745.15,3208.55,chicago,13.7,scheduled transmission
maint00000705,trk00060,2022-09-14,tire,58051,0.8,88.13,229.66,317.79,kansas city,29.0,emergency tire
maint00000706,trk00036,2022-09-14,inspection,406717,2.2,201.21,93.65,294.86,new york,34.1,scheduled inspection
maint00000707,trk00024,2022-09-14,engine,447765,2.7,238.55,1525.23,1763.78,los angeles,45.9,routine engine
maint00000708,trk00058,2022-09-15,inspection,560816,4.4,380.68,125.33,506.01,detroit,30.9,routine inspection
maint00000709,trk00103,2022-09-16,repair,738086,7.3,674.02,225.19,899.21,nashville,10.4,emergency repair
maint00000710,trk00109,2022-09-16,transmission,164620,4.4,411.61,1050.16,1461.77,indianapolis,37.1,routine transmission
maint00000711,trk00034,2022-09-16,tire,394907,5.6,500.59,1219.73,1720.32,denver,29.0,emergency tire
maint00000712,trk00070,2022-09-17,brake,720719,7.4,815.73,3064.65,3880.38,indianapolis,17.6,routine brake
maint00000713,trk00096,2022-09-17,tire,310407,5.6,665.68,854.44,1520.12,omaha,18.2,routine tire
maint00000714,trk00008,2022-09-18,repair,227926,7.0,824.9,292.23,1117.13,new york,24.5,emergency repair
maint00000715,trk00108,2022-09-18,repair,481890,7.0,709.22,1709.57,2418.79,dallas,35.0,scheduled repair
maint00000716,trk00087,2022-09-18,repair,173117,3.6,337.35,2715.73,3053.08,chicago,30.1,emergency repair
maint00000717,trk00069,2022-09-19,transmission,269240,1.9,163.25,1774.34,1937.59,columbus,11.3,emergency transmission
maint00000718,trk00050,2022-09-21,tire,407729,7.2,619.7,1092.94,1712.64,portland,35.2,scheduled tire
maint00000719,trk00120,2022-09-22,transmission,466600,3.4,307.3,1081.8,1389.1,indianapolis,34.8,emergency transmission
maint00000720,trk00075,2022-09-22,inspection,136035,2.6,246.84,67.55,314.39,oklahoma city,31.6,emergency inspection
maint00000721,trk00014,2022-09-22,brake,117942,6.5,611.46,1406.83,2018.29,indianapolis,31.1,emergency brake
maint00000722,trk00077,2022-09-23,inspection,500736,4.7,498.22,92.74,590.96,phoenix,19.6,emergency inspection
maint00000723,trk00060,2022-09-23,transmission,530148,1.9,177.19,2290.87,2468.06,denver,41.3,routine transmission
maint00000724,trk00007,2022-09-23,repair,295294,3.9,467.66,1196.74,1664.4,memphis,7.7,emergency repair
maint00000725,trk00105,2022-09-23,preventive,667861,4.5,469.08,434.58,903.66,atlanta,32.5,emergency preventive
maint00000726,trk00046,2022-09-25,repair,211001,0.7,63.51,3441.18,3504.69,salt lake city,23.8,emergency repair
maint00000727,trk00062,2022-09-26,brake,389434,2.1,179.77,1178.44,1358.21,columbus,35.1,scheduled brake
maint00000728,trk00033,2022-09-26,engine,301546,6.6,586.01,2978.45,3564.46,los angeles,40.5,scheduled engine
maint00000729,trk00100,2022-09-26,repair,648635,7.3,864.54,2065.55,2930.09,phoenix,32.4,emergency repair
maint00000730,trk00066,2022-09-27,tire,472908,3.4,343.58,724.44,1068.02,omaha,21.9,routine tire
maint00000731,trk00011,2022-09-27,preventive,454091,5.8,576.77,1446.76,2023.53,new york,47.5,emergency preventive
maint00000732,trk00055,2022-09-28,tire,457189,1.7,177.46,2400.87,2578.33,chicago,3.0,emergency tire
maint00000733,trk00062,2022-09-28,preventive,170387,7.0,712.84,3408.37,4121.21,oklahoma city,42.6,emergency preventive
maint00000734,trk00067,2022-09-29,tire,310374,2.1,254.77,2920.66,3175.43,las vegas,35.7,routine tire
maint00000735,trk00026,2022-09-29,engine,57562,0.7,75.83,589.43,665.26,omaha,27.6,scheduled engine
maint00000736,trk00022,2022-09-29,brake,655820,4.8,581.75,2398.49,2980.24,charlotte,2.7,routine brake
maint00000737,trk00039,2022-09-30,engine,65131,3.9,365.42,2854.56,3219.98,kansas city,30.7,emergency engine
maint00000738,trk00079,2022-09-30,inspection,73387,5.3,571.0,144.06,715.06,kansas city,20.4,emergency inspection
maint00000739,trk00060,2022-10-01,inspection,129855,6.6,818.6,74.42,893.02,philadelphia,27.8,scheduled inspection
maint00000740,trk00105,2022-10-01,transmission,219938,0.7,64.62,56.92,121.54,miami,37.8,routine transmission
maint00000741,trk00043,2022-10-02,tire,644107,1.7,169.23,2829.63,2998.86,los angeles,46.1,scheduled tire
maint00000742,trk00095,2022-10-02,repair,652549,2.2,245.38,3495.17,3740.55,atlanta,26.0,emergency repair
maint00000743,trk00011,2022-10-03,repair,620094,4.0,477.56,145.53,623.09,charlotte,26.4,emergency repair
maint00000744,trk00113,2022-10-03,preventive,502362,6.3,686.53,1477.59,2164.12,oklahoma city,24.5,emergency preventive
maint00000745,trk00068,2022-10-04,tire,309677,4.6,525.66,1268.38,1794.04,minneapolis,34.6,routine tire
maint00000746,trk00043,2022-10-04,tire,244585,4.6,401.73,667.47,1069.2,oklahoma city,36.8,scheduled tire
maint00000747,trk00108,2022-10-04,inspection,520518,5.1,498.23,89.79,588.02,chicago,29.7,scheduled inspection
maint00000748,trk00055,2022-10-05,engine,647871,5.6,499.92,2151.92,2651.84,los angeles,19.6,routine engine
maint00000749,trk00062,2022-10-05,repair,472714,4.5,492.53,2945.7,3438.23,chicago,14.0,emergency repair
maint00000750,trk00108,2022-10-05,inspection,452274,4.2,405.19,83.89,489.08,denver,45.3,routine inspection
maint00000751,trk00028,2022-10-06,brake,468548,5.5,591.48,998.52,1590.0,miami,6.4,routine brake
maint00000752,trk00021,2022-10-06,tire,594086,3.0,303.0,272.69,575.69,omaha,33.2,scheduled tire
maint00000753,trk00041,2022-10-06,preventive,397617,5.6,650.6,1134.17,1784.77,chicago,16.7,emergency preventive
maint00000754,trk00102,2022-10-06,brake,698170,3.4,348.51,667.84,1016.35,philadelphia,42.1,routine brake
maint00000755,trk00085,2022-10-06,preventive,441412,5.6,499.01,663.46,1162.47,los angeles,22.2,scheduled preventive
maint00000756,trk00067,2022-10-06,preventive,315118,2.4,233.71,2910.13,3143.84,minneapolis,10.9,routine preventive
maint00000757,trk00031,2022-10-06,engine,208429,4.8,503.87,1815.51,2319.38,philadelphia,46.8,emergency engine
maint00000758,trk00085,2022-10-07,engine,428777,3.1,335.5,957.54,1293.04,chicago,25.4,routine engine
maint00000759,trk00106,2022-10-07,tire,130148,5.2,608.82,1977.71,2586.53,las vegas,23.0,emergency tire
maint00000760,trk00077,2022-10-08,repair,167561,3.9,379.52,2971.9,3351.42,portland,22.9,routine repair
maint00000761,trk00030,2022-10-09,engine,406064,5.5,493.18,2150.56,2643.74,columbus,44.2,routine engine
maint00000762,trk00079,2022-10-09,tire,117310,4.7,512.44,2548.31,3060.75,dallas,28.7,emergency tire
maint00000763,trk00005,2022-10-09,transmission,230355,3.9,486.08,1875.24,2361.32,portland,41.0,routine transmission
maint00000764,trk00026,2022-10-09,inspection,564033,7.0,767.83,15.5,783.33,salt lake city,39.8,routine inspection
maint00000765,trk00110,2022-10-11,transmission,500881,6.7,833.02,1691.26,2524.28,milwaukee,8.1,routine transmission
maint00000766,trk00068,2022-10-11,brake,722152,6.6,701.25,3483.99,4185.24,indianapolis,9.2,emergency brake
maint00000767,trk00093,2022-10-11,preventive,184992,1.2,107.23,1003.66,1110.89,phoenix,26.0,scheduled preventive
maint00000768,trk00064,2022-10-11,repair,621237,7.1,650.49,2909.34,3559.83,milwaukee,3.6,routine repair
maint00000769,trk00037,2022-10-11,inspection,135687,2.4,250.79,47.15,297.94,new york,34.5,emergency inspection
maint00000770,trk00117,2022-10-11,tire,718111,4.1,485.43,866.97,1352.4,milwaukee,28.3,routine tire
maint00000771,trk00086,2022-10-12,inspection,445942,1.2,118.74,90.87,209.61,indianapolis,4.6,emergency inspection
maint00000772,trk00062,2022-10-12,engine,594451,4.7,551.93,2432.42,2984.35,denver,39.7,emergency engine
maint00000773,trk00048,2022-10-13,tire,688354,2.0,225.91,1665.23,1891.14,milwaukee,20.6,routine tire
maint00000774,trk00045,2022-10-13,tire,152755,2.4,271.35,221.74,493.09,new york,3.0,scheduled tire
maint00000775,trk00008,2022-10-14,tire,317093,2.2,249.77,2740.36,2990.13,charlotte,32.8,routine tire
maint00000776,trk00038,2022-10-14,preventive,559255,3.5,337.46,1282.38,1619.84,charlotte,28.0,scheduled preventive
maint00000777,trk00005,2022-10-14,repair,603165,1.1,110.74,1817.89,1928.63,houston,41.4,routine repair
maint00000778,trk00095,2022-10-14,transmission,704030,6.2,730.68,657.4,1388.08,new york,42.3,routine transmission
maint00000779,trk00017,2022-10-15,tire,158129,7.6,876.91,1675.16,2552.07,charlotte,8.8,emergency tire
maint00000780,trk00006,2022-10-15,inspection,491076,4.1,397.63,86.31,483.94,detroit,31.9,scheduled inspection
